residence_icb_code,residence_icb_name,provider_icb_code,provider_icb_name,age_group_admission,gender,ethnic_category_2,imd_quintile,provider_type,legal_status_group,lda_flag,der_ward_type_desc_first,oap_flag,spell_count,bed_days,bed_days_exHL,bed_days_delayed_days
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,18-24,1,White,1,NHS,Not formally detained,Yes,Adult Mental Health Ward,0,5,357,365,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,18-24,1,White,2,NHS,Formally detained,Yes,Adult Mental Health Ward,0,3,94.5,89,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,00-17,2,Asian or Asian British,1,NHS,Not formally detained,No,Learning Disabilities Ward,0,1,56,56,0
AT1,AT1: Anytown ICB_1,AT3,AT3: Anytown ICB_3,25-64,1,Black or Black British,3,NHS,Formally detained,No,Adult Mental Health Ward,1,1,12,12,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,18-24,1,Black or Black British,1,NHS,Not formally detained,No,Adult Mental Health Ward,0,3,44,39,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,18-24,2,White,4,NHS,Not formally detained,No,Adult Mental Health Ward,0,1,97,97,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,18-24,1,Mixed,1,NHS,Formally detained,No,Adult Mental Health Ward,0,2,283,272,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,25-64,2,Asian or Asian British,4,NHS,Formally detained,No,Adult Mental Health Ward,0,6,244,247,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,25-64,2,White,1,NHS,Formally detained,Yes,Adult Mental Health Ward,0,5,262,218,0
AT1,AT1: Anytown ICB_1,AT4,AT4: Anytown ICB_4,25-64,2,White,2,Independent,Formally detained,No,Adult Mental Health Ward,1,2,32,33,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,25-64,2,NA,4,NHS,Formally detained,No,Adult Mental Health Ward,0,1,30,30,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,00-17,2,White,NA,NHS,Not formally detained,No,Learning Disabilities Ward,0,29,5403,13461.5,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,00-17,1,Other ethnic groups,1,NHS,Not formally detained,No,Learning Disabilities Ward,0,5,1917,1458,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,65+,2,Asian or Asian British,3,NHS,Not formally detained,No,Adult Mental Health Ward,0,1,26,26,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,00-17,2,White,4,NHS,Not formally detained,No,Learning Disabilities Ward,0,51,13739.5,13461.5,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,00-17,1,Other ethnic groups,3,NHS,Not formally detained,Yes,NA,0,2,68,59,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,25-64,1,White,2,NHS,Formally detained,No,Adult Mental Health Ward,0,29,2196.5,2285,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,65+,1,White,4,NHS,Not formally detained,No,Adult Mental Health Ward,0,8,450,423,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,65+,2,NA,4,NHS,Formally detained,No,Adult Mental Health Ward,0,2,55,50,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,65+,1,White,4,NHS,Formally detained,No,Adult Mental Health Ward,0,8,1055,384,0
AT3,AT3: Anytown ICB_3,AT1,AT1: Anytown ICB_1,25-64,1,White,3,NHS,Not formally detained,Yes,Learning Disabilities Ward,1,17,58,44,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,65+,1,NA,2,NHS,Formally detained,No,Adult Mental Health Ward,0,4,717,846,78
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,65+,1,Mixed,2,NHS,Formally detained,No,Adult Mental Health Ward,0,1,178,183,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,00-17,1,NA,3,NHS,Not formally detained,No,Learning Disabilities Ward,0,20,5403,5276,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,25-64,2,White,2,NHS,Not formally detained,Yes,Learning Disabilities Ward,0,24,690,865,0
AT3,AT3: Anytown ICB_3,AT1,AT1: Anytown ICB_1,25-64,1,White,3,NHS,Not formally detained,No,Learning Disabilities Ward,1,26,115.5,119,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,25-64,2,Mixed,5,NHS,Formally detained,Yes,Adult Mental Health Ward,0,2,243,250,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,25-64,1,NA,3,NHS,Not formally detained,No,Learning Disabilities Ward,0,9,255,218,113
AT10,AT10: Anytown ICB_10,AT1,AT1: Anytown ICB_1,65+,2,White,5,NHS,Formally detained,No,Adult Mental Health Ward,1,1,119,116,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,25-64,1,White,NA,NHS,Not formally detained,Yes,Adult Mental Health Ward,0,4,425,396,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,25-64,1,Black or Black British,1,NHS,Not formally detained,Yes,Learning Disabilities Ward,0,10,255,250,0
AT1,AT1: Anytown ICB_1,AT37,AT37: Anytown ICB_37,25-64,2,White,3,NHS,Not formally detained,No,Adult Mental Health Ward,1,1,34,34,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,00-17,2,White,2,NHS,Not formally detained,Yes,Learning Disabilities Ward,0,15,5403,6352.5,0
AT15,AT15: Anytown ICB_15,AT1,AT1: Anytown ICB_1,25-64,2,Black or Black British,1,NHS,Not formally detained,No,Adult Mental Health Ward,1,1,18,18,0
AT1,AT1: Anytown ICB_1,AT12,AT12: Anytown ICB_12,18-24,2,White,2,NHS,Formally detained,Yes,Adult Mental Health Ward,1,1,4,5,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,18-24,1,White,4,NHS,Not formally detained,No,Adult Mental Health Ward,0,4,428,380,0
AT3,AT3: Anytown ICB_3,AT1,AT1: Anytown ICB_1,25-64,2,Asian or Asian British,5,NHS,Not formally detained,Yes,Learning Disabilities Ward,1,13,82,83,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,25-64,1,Other ethnic groups,3,NHS,Not formally detained,No,Adult Mental Health Ward,0,1,61,61,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,18-24,1,White,1,NHS,Not formally detained,No,Adult Mental Health Ward,0,1,11,11,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,18-24,2,White,2,NHS,Not formally detained,No,Adult Mental Health Ward,0,1,296,305,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,65+,1,NA,2,NHS,Formally detained,No,Adult Mental Health Ward,0,5,314,292,9
AT1,AT1: Anytown ICB_1,AT5,AT5: Anytown ICB_5,25-64,1,Asian or Asian British,4,Independent,Formally detained,No,NA,1,1,4,4,0
AT13,AT13: Anytown ICB_13,AT1,AT1: Anytown ICB_1,25-64,1,NA,NA,NHS,Not formally detained,No,Adult Mental Health Ward,1,1,70,69,0
AT1,AT1: Anytown ICB_1,AT6,AT6: Anytown ICB_6,25-64,2,NA,5,NHS,Formally detained,No,Adult Mental Health Ward,1,1,24,24,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,25-64,2,White,2,NHS,Not formally detained,No,Adult Mental Health Ward,0,12,389,372,0
AT1,AT1: Anytown ICB_1,AT2,AT2: Anytown ICB_2,25-64,2,Other ethnic groups,1,NHS,Formally detained,No,Adult Mental Health Ward,1,7,884,765,37
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,25-64,1,Mixed,1,NHS,Not formally detained,No,Adult Mental Health Ward,0,2,76,75,0
AT1,AT1: Anytown ICB_1,AT3,AT3: Anytown ICB_3,25-64,1,Black or Black British,1,NHS,Formally detained,No,Adult Mental Health Ward,1,1,114,114,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,65+,1,White,5,NHS,Not formally detained,No,Adult Mental Health Ward,0,3,379,350,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,25-64,2,Asian or Asian British,2,NHS,Formally detained,Yes,Adult Mental Health Ward,0,2,34,34,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,25-64,2,Asian or Asian British,3,NHS,Formally detained,No,Adult Mental Health Ward,0,3,215,214,0
AT2,AT2: Anytown ICB_2,AT1,AT1: Anytown ICB_1,25-64,1,White,4,NHS,Formally detained,Yes,Adult Mental Health Ward,1,1,34,34,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,18-24,1,Other ethnic groups,1,NHS,Not formally detained,No,Adult Mental Health Ward,0,1,22,20,0
AT1,AT1: Anytown ICB_1,AT6,AT6: Anytown ICB_6,18-24,1,Asian or Asian British,1,NHS,Not formally detained,No,Older People's Mental Health Ward,1,2,59,61,0
AT1,AT1: Anytown ICB_1,AT2,AT2: Anytown ICB_2,18-24,2,Other ethnic groups,3,Independent,Formally detained,No,Adult Mental Health Ward,1,1,251,262,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,18-24,1,Black or Black British,3,NHS,Not formally detained,No,Adult Mental Health Ward,0,2,219,219,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,25-64,1,Asian or Asian British,2,NHS,Not formally detained,No,Adult Mental Health Ward,0,1,26,28,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,25-64,2,Black or Black British,1,NHS,Not formally detained,No,Adult Mental Health Ward,0,1,5,4,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,18-24,1,Asian or Asian British,1,NHS,Not formally detained,Yes,Learning Disabilities Ward,0,12,140,139,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,25-64,2,Mixed,3,NHS,Formally detained,No,Learning Disabilities Ward,0,9,255,243,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,25-64,2,Other ethnic groups,1,NHS,Not formally detained,No,Adult Mental Health Ward,0,1,13,14,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,00-17,2,White,2,NHS,Not formally detained,Yes,Learning Disabilities Ward,0,28,2969,2642,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,18-24,1,White,NA,NHS,Not formally detained,No,Adult Mental Health Ward,0,1,26,15,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,00-17,2,White,2,NHS,Not formally detained,Yes,Learning Disabilities Ward,0,28,2912,2112,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,18-24,2,NA,4,NHS,Formally detained,No,Adult Mental Health Ward,0,1,53,53,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,00-17,2,NA,3,NHS,Not formally detained,Yes,Learning Disabilities Ward,0,1,12,11,0
AT3,AT3: Anytown ICB_3,AT1,AT1: Anytown ICB_1,25-64,2,White,1,NHS,Not formally detained,No,Learning Disabilities Ward,1,8,39,37,0
AT10,AT10: Anytown ICB_10,AT1,AT1: Anytown ICB_1,25-64,2,White,1,NHS,Formally detained,Yes,Adult Mental Health Ward,1,1,223,241,0
AT1,AT1: Anytown ICB_1,AT12,AT12: Anytown ICB_12,18-24,1,NA,1,NHS,Not formally detained,No,Older People's Mental Health Ward,1,1,151,140,0
AT1,AT1: Anytown ICB_1,AT12,AT12: Anytown ICB_12,25-64,2,White,3,NHS,Formally detained,No,Adult Mental Health Ward,1,1,37,38,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,25-64,1,Black or Black British,3,NHS,Not formally detained,No,Adult Mental Health Ward,0,2,44,44,0
AT1,AT1: Anytown ICB_1,AT3,AT3: Anytown ICB_3,25-64,1,Asian or Asian British,5,NHS,Formally detained,No,Adult Mental Health Ward,1,1,18,19,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,18-24,2,White,3,NHS,Not formally detained,Yes,Adult Mental Health Ward,0,1,48,46,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,18-24,1,Asian or Asian British,1,NHS,Formally detained,No,Adult Mental Health Ward,0,1,20,20,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,25-64,2,White,1,NHS,Formally detained,No,Adult Mental Health Ward,0,11,439,416,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,18-24,2,White,5,NHS,Not formally detained,No,Adult Mental Health Ward,0,3,276,296,0
AT1,AT1: Anytown ICB_1,AT2,AT2: Anytown ICB_2,65+,1,NA,1,Independent,Not formally detained,No,Adult Mental Health Ward,1,2,59,60,0
AT1,AT1: Anytown ICB_1,AT2,AT2: Anytown ICB_2,25-64,2,White,3,NHS,Formally detained,No,Adult Mental Health Ward,1,1,103,102,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,25-64,2,White,5,NHS,Not formally detained,Yes,Adult Mental Health Ward,0,5,405,423,0
AT1,AT1: Anytown ICB_1,AT4,AT4: Anytown ICB_4,18-24,1,NA,3,Independent,Not formally detained,No,Adult Mental Health Ward,1,1,33,33,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,65+,2,Black or Black British,1,NHS,Formally detained,No,Adult Mental Health Ward,0,3,184,189,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,00-17,2,White,2,NHS,Not formally detained,No,Adult Mental Health Ward,0,1,27,27,0
AT7,AT7: Anytown ICB_7,AT1,AT1: Anytown ICB_1,25-64,2,White,2,NHS,Not formally detained,No,Adult Mental Health Ward,1,2,61,61,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,18-24,1,NA,3,NHS,Formally detained,No,Adult Mental Health Ward,0,1,0.5,1,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,00-17,2,Mixed,3,NHS,Not formally detained,No,Learning Disabilities Ward,0,13,72.5,73,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,18-24,1,White,3,NHS,Not formally detained,Yes,Adult Mental Health Ward,0,2,68,71,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,18-24,1,White,1,NHS,Not formally detained,No,Adult Mental Health Ward,0,3,10,10,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,18-24,1,Mixed,1,NHS,Formally detained,No,Adult Mental Health Ward,0,2,78,82,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,25-64,1,White,3,NHS,Not formally detained,No,Adult Mental Health Ward,0,18,592,609,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,25-64,1,White,1,NHS,Not formally detained,No,Adult Mental Health Ward,0,35,1726.5,1694,0
AT3,AT3: Anytown ICB_3,AT1,AT1: Anytown ICB_1,25-64,1,White,4,NHS,Not formally detained,Yes,Learning Disabilities Ward,1,17,54,55,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,25-64,2,Asian or Asian British,5,NHS,Formally detained,No,Adult Mental Health Ward,0,1,26,26,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,25-64,2,Other ethnic groups,2,NHS,Not formally detained,No,Learning Disabilities Ward,0,1,5,4,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,25-64,2,White,2,NHS,Not formally detained,No,Adult Mental Health Ward,0,11,592,561,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,65+,2,Asian or Asian British,5,NHS,Not formally detained,No,Adult Mental Health Ward,0,3,209,204.5,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,25-64,2,White,NA,NHS,Not formally detained,Yes,Adult Mental Health Ward,0,2,89,87,0
AT3,AT3: Anytown ICB_3,AT1,AT1: Anytown ICB_1,00-17,1,White,4,NHS,Not formally detained,No,Adult Mental Health Ward,1,1,0.5,1,0
AT2,AT2: Anytown ICB_2,AT1,AT1: Anytown ICB_1,25-64,1,White,4,NHS,Not formally detained,No,Adult Mental Health Ward,1,1,70,64,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,25-64,1,Black or Black British,3,NHS,Not formally detained,No,Adult Mental Health Ward,0,2,219,227,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,65+,2,White,5,NHS,Not formally detained,No,Adult Mental Health Ward,0,10,2058,2504,48
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,25-64,2,Asian or Asian British,4,NHS,Not formally detained,No,Adult Mental Health Ward,0,2,34,34,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,25-64,1,White,4,NHS,Not formally detained,Yes,Learning Disabilities Ward,0,9,189,183,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,18-24,2,White,5,NHS,Formally detained,No,Adult Mental Health Ward,0,3,73,50,0
AT3,AT3: Anytown ICB_3,AT1,AT1: Anytown ICB_1,18-24,1,White,1,NHS,Formally detained,No,Adult Mental Health Ward,1,1,39,40,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,25-64,1,White,2,NHS,Formally detained,Yes,Adult Mental Health Ward,0,4,405,393,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,00-17,2,White,4,NHS,Not formally detained,Yes,Learning Disabilities Ward,0,1,10,10,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,18-24,1,Asian or Asian British,2,NHS,Not formally detained,No,Adult Mental Health Ward,0,1,20,13,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,00-17,2,Mixed,1,NHS,Not formally detained,No,Learning Disabilities Ward,0,9,1458,1969,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,18-24,1,Black or Black British,3,NHS,Formally detained,No,Adult Mental Health Ward,0,4,497,505,0
AT3,AT3: Anytown ICB_3,AT1,AT1: Anytown ICB_1,25-64,1,Mixed,2,NHS,Not formally detained,Yes,Learning Disabilities Ward,1,10,38,38,0
AT3,AT3: Anytown ICB_3,AT1,AT1: Anytown ICB_1,18-24,1,Asian or Asian British,3,NHS,Not formally detained,Yes,Learning Disabilities Ward,1,6,44,42,0
AT20,AT20: Anytown ICB_20,AT1,AT1: Anytown ICB_1,25-64,1,Asian or Asian British,2,NHS,Not formally detained,No,Adult Mental Health Ward,1,1,29,29,40
AT3,AT3: Anytown ICB_3,AT1,AT1: Anytown ICB_1,00-17,2,White,2,NHS,Not formally detained,No,Learning Disabilities Ward,1,17,64,63,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,18-24,2,White,1,NHS,Formally detained,No,Adult Mental Health Ward,0,1,254,266,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,18-24,2,White,2,NHS,Not formally detained,No,Adult Mental Health Ward,0,2,84,84,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,65+,1,Asian or Asian British,5,NHS,Formally detained,No,Adult Mental Health Ward,0,1,21,21,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,65+,2,Black or Black British,5,NHS,Formally detained,No,Adult Mental Health Ward,0,1,104,101,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,25-64,1,Asian or Asian British,2,NHS,Not formally detained,No,Adult Mental Health Ward,0,11,336,340,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,25-64,1,Asian or Asian British,2,NHS,Not formally detained,No,Adult Mental Health Ward,0,5,208,204.5,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,25-64,2,Asian or Asian British,2,NHS,Not formally detained,Yes,Learning Disabilities Ward,0,7,94,87,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,18-24,1,NA,3,NHS,Formally detained,No,Adult Mental Health Ward,0,4,147,137.5,0
AT1,AT1: Anytown ICB_1,AT4,AT4: Anytown ICB_4,25-64,1,White,3,Independent,Not formally detained,No,Adult Mental Health Ward,1,1,51,52,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,25-64,2,White,4,NHS,Not formally detained,Yes,Learning Disabilities Ward,0,9,230,226,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,00-17,1,White,1,NHS,Not formally detained,No,Learning Disabilities Ward,0,42,3426,2196.5,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,18-24,2,White,4,NHS,Formally detained,No,Adult Mental Health Ward,0,1,33,33,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,25-64,1,NA,2,NHS,Not formally detained,No,Adult Mental Health Ward,0,5,147,145,0
